claim_id,file_line,value,macro_or_literal,provenance,configuration,status,claim_context
CL0072,presentations/napkin_first_principles/values/napkin_macros.tex:50,0.8073,\NapratiopredejB,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample; EJ-204,valid,\newcommand{\NapratiopredejB}{0.8073}  % EJ-204/EJ-200 Npe ratio (napkin prediction)
CL0073,presentations/napkin_first_principles/values/napkin_macros.tex:51,0.7179,\NapratioobsejB,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample; EJ-204,valid,\newcommand{\NapratioobsejB}{0.7179}  % EJ-204/EJ-200 Npe ratio (simulation)
CL0074,presentations/napkin_first_principles/values/napkin_macros.tex:52,0.6508,\NapratiopredejC,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample; EJ-230,valid,\newcommand{\NapratiopredejC}{0.6508}  % EJ-230/EJ-200 Npe ratio (napkin prediction)
CL0075,presentations/napkin_first_principles/values/napkin_macros.tex:53,0.5350,\NapratioobsejC,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample; EJ-230,valid,\newcommand{\NapratioobsejC}{0.5350}  % EJ-230/EJ-200 Npe ratio (simulation)
CL0076,presentations/napkin_first_principles/values/napkin_macros.tex:54,"184.6\,\text{mm/ns}",\Napveffendmmns,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Historical configuration: consult generator; not new physics validation,valid,"\newcommand{\Napveffendmmns}{184.6\,\text{mm/ns}}  % Effective propagation velocity (END, EJ-230)"
CL0077,presentations/napkin_first_principles/values/napkin_macros.tex:55,"111.5\,\text{ps}",\NapsigmaDtendps,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\newcommand{\NapsigmaDtendps}{111.5\,\text{ps}}  % σ of (t_R−t_L) for END estimator"
CL0078,presentations/napkin_first_principles/values/napkin_macros.tex:56,"10.29\,\text{mm}",\Napsigmaxendmm,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\newcommand{\Napsigmaxendmm}{10.29\,\text{mm}}  % Position resolution: (veff/2)·σΔt"
CL0079,presentations/napkin_first_principles/values/napkin_macros.tex:57,"13.37\,\text{deg}",\Napbetaeffenddeg,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Historical configuration: consult generator; not new physics validation,valid,"\newcommand{\Napbetaeffenddeg}{13.37\,\text{deg}}  % Effective axial angle END: arccos(veff/vg)"
CL0080,presentations/napkin_first_principles/values/napkin_macros.tex:58,"50.73\,\text{deg}",\Napalphacdeg,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\newcommand{\Napalphacdeg}{50.73\,\text{deg}}  % Angle from bar surface for ray just outside TIR"
CL0081,presentations/napkin_first_principles/values/napkin_macros.tex:59,1.223,\Naptanalphac,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,\newcommand{\Naptanalphac}{1.223}  % tan(α_c) for bounce counting formula
CL0082,presentations/napkin_first_principles/values/napkin_macros.tex:60,85.63,\NapNbounceH,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,\newcommand{\NapNbounceH}{85.63}  % Bounces on H=10 mm face to reach L/2
CL0083,presentations/napkin_first_principles/values/napkin_macros.tex:61,14.27,\NapNbounceW,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,\newcommand{\NapNbounceW}{14.27}  % Bounces on W=60 mm face to reach L/2
CL0084,presentations/napkin_first_principles/values/napkin_macros.tex:62,"700\,\text{mm}",\NapLhalfmm,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\newcommand{\NapLhalfmm}{700\,\text{mm}}  % Bar half-length: L/2 = 700 mm (center to END face)"
CL0085,presentations/napkin_first_principles/values/napkin_macros.tex:63,"1106\,\text{mm}",\NappathTIRlimmm,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\newcommand{\NappathTIRlimmm}{1106\,\text{mm}}  % TIR-critical path to END: (L/2)/sin(theta_c)"
CL0086,presentations/napkin_first_principles/values/napkin_macros.tex:64,"3.689\,\text{ns}",\NaptaxialENDns,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\newcommand{\NaptaxialENDns}{3.689\,\text{ns}}  % Direct axial propagation time to END: (L/2)/v_group"
CL0087,presentations/napkin_first_principles/values/napkin_macros.tex:65,"5.829\,\text{ns}",\NaptTIRlimns,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\newcommand{\NaptTIRlimns}{5.829\,\text{ns}}  % TIR-critical propagation time to END"
CL0088,presentations/napkin_first_principles/values/napkin_macros.tex:66,0.9800,\NapRviknap,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\newcommand{\NapRviknap}{0.9800}  % Vikuiti reflectivity (napkin, manufacturer spec)"
CL0089,presentations/napkin_first_principles/values/napkin_macros.tex:67,"404.6\,\text{mm}",\NapLambdareflHmm,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\newcommand{\NapLambdareflHmm}{404.6\,\text{mm}}  % Reflector attenuation length, H=10 mm face"
CL0090,presentations/napkin_first_principles/values/napkin_macros.tex:68,"2428\,\text{mm}",\NapLambdareflWmm,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\newcommand{\NapLambdareflWmm}{2428\,\text{mm}}  % Reflector attenuation length, W=60 mm face"
CL0091,presentations/napkin_first_principles/values/napkin_macros.tex:69,"159.4\,\text{mm}",\NapLambdareflHmmsim,"/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py; arithmetic is reproducible, but interpreting REFLECTIVITY as boundary reflectance is unsupported by /home/rrios/ej200_exec26_20260909/build_exec26_phase1b_20260909/run500_ready/tables/directional_states.meta.json",Historical configuration: consult generator; not new physics validation,unverified,"\newcommand{\NapLambdareflHmmsim}{159.4\,\text{mm}}  % Refl. att. length H face, R=0.95 (simulation)"
CL0092,presentations/napkin_first_principles/values/napkin_macros.tex:70,"956.2\,\text{mm}",\NapLambdareflWmmsim,"/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py; arithmetic is reproducible, but interpreting REFLECTIVITY as boundary reflectance is unsupported by /home/rrios/ej200_exec26_20260909/build_exec26_phase1b_20260909/run500_ready/tables/directional_states.meta.json",Historical configuration: consult generator; not new physics validation,unverified,"\newcommand{\NapLambdareflWmmsim}{956.2\,\text{mm}}  % Refl. att. length W face, R=0.95 (simulation)"
CL0093,presentations/napkin_first_principles/values/napkin_macros.tex:71,"288\,\text{mm2}",\Napsipmactivemmsq,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\newcommand{\Napsipmactivemmsq}{288\,\text{mm2}}  % Total SiPM active area per END face (8×36)"
CL0094,presentations/napkin_first_principles/values/napkin_macros.tex:72,"600\,\text{mm2}",\Napendfacemmsq,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\newcommand{\Napendfacemmsq}{600\,\text{mm2}}  % END face area: W×H = 60×10"
CL0095,presentations/napkin_first_principles/values/napkin_macros.tex:73,0.4800,\Napfcoverage,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,\newcommand{\Napfcoverage}{0.4800}  % SiPM coverage fraction: 288/600
CL0096,presentations/napkin_first_principles/values/napkin_macros.tex:74,0.4000,\NapPDEnapkin,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,\newcommand{\NapPDEnapkin}{0.4000}  % Assumed PDE for napkin budget
CL0097,presentations/napkin_first_principles/values/napkin_macros.tex:75,"5320\,\text{photons}",\NapNtirendC,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\newcommand{\NapNtirendC}{5320\,\text{photons}}  % EJ-230: TIR-guided toward one end"
CL0098,presentations/napkin_first_principles/values/napkin_macros.tex:76,"2969\,\text{photons}",\NapNbulksurvC,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\newcommand{\NapNbulksurvC}{2969\,\text{photons}}  % EJ-230: after bulk attenuation (70 cm)"
CL0099,presentations/napkin_first_principles/values/napkin_macros.tex:77,"1425\,\text{photons}",\NapNatsipmC,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\newcommand{\NapNatsipmC}{1425\,\text{photons}}  % EJ-230: reaching SiPM surface"
CL0100,presentations/napkin_first_principles/values/napkin_macros.tex:78,"570.0\,\text{pe}",\NapNpenapkinC,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\newcommand{\NapNpenapkinC}{570.0\,\text{pe}}  % EJ-230: napkin Npe/end (TIR-only path)"
CL0101,presentations/napkin_first_principles/values/napkin_macros.tex:79,"1140\,\text{pe}",\NapNpeLRC,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\newcommand{\NapNpeLRC}{1140\,\text{pe}}  % EJ-230: napkin Npe L+R total"
CL0102,presentations/napkin_first_principles/values/napkin_macros.tex:80,0.1129,\Napfescapecone,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,\newcommand{\Napfescapecone}{0.1129}  % Escape cone fraction at END: (1−cosθ_c)/2
CL0103,presentations/napkin_first_principles/values/napkin_macros.tex:81,"570.0\,\text{pe}",\Napnpeidxmatch,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\newcommand{\Napnpeidxmatch}{570.0\,\text{pe}}  % EJ-230 napkin Npe/end (index-matched coupling)"
CL0104,presentations/napkin_first_principles/values/napkin_macros.tex:82,"234.6\,\text{pe}",\Napnpeairgap,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,"\newcommand{\Napnpeairgap}{234.6\,\text{pe}}  % EJ-230 napkin Npe/end (air-gap escape cone only)"
CL0105,presentations/napkin_first_principles/values/napkin_macros.tex:83,2.429,\NapratiovikTIRhi,/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py,Analytical model / stated assumption; no event sample,valid,\newcommand{\NapratiovikTIRhi}{2.429}  % Napkin max Vikuiti/TIR ratio (air-gap case ≈ 2.4)
CL0106,presentations/napkin_first_principles/values/napkin_macros.tex:84,"53.68\,\text{ps}",\NapsigmaENDbestps,"/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py; historical hybrid values, current timing not resimulated; /home/rrios/ej200_deck_20260910/analysis/optim/root_best_est/verification.json","EJ-230, historical EndTop, N_TOP=20, x=0 mm",unverified,"\newcommand{\NapsigmaENDbestps}{53.68\,\text{ps}}  % Best σ_END (m*=8): EJ-230 + Vikuiti, x=0"
CL0107,presentations/napkin_first_principles/values/napkin_macros.tex:85,"15.20\,\text{ps}",\NapsigmaTOPbestps,"/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py; historical hybrid values, current timing not resimulated; /home/rrios/ej200_deck_20260910/analysis/optim/root_best_est/verification.json","EJ-230, historical EndTop, N_TOP=20, x=0 mm",unverified,"\newcommand{\NapsigmaTOPbestps}{15.20\,\text{ps}}  % Best σ_TOP (k*=3): EJ-230 + 20 TOP SiPMs"
CL0108,presentations/napkin_first_principles/values/napkin_macros.tex:86,"15.21\,\text{ps}",\NapsigmaBLUEbestps,"/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py; historical hybrid values, current timing not resimulated; /home/rrios/ej200_deck_20260910/analysis/optim/root_best_est/verification.json","EJ-230, historical EndTop, N_TOP=20, x=0 mm",unverified,"\newcommand{\NapsigmaBLUEbestps}{15.21\,\text{ps}}  % Best σ_BLUE: BLUE combination at x=0"
CL0109,presentations/napkin_first_principles/values/napkin_macros.tex:87,0.9870,\NapwTOPbest,"/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py; historical hybrid values, current timing not resimulated; /home/rrios/ej200_deck_20260910/analysis/optim/root_best_est/verification.json","EJ-230, historical EndTop, N_TOP=20, x=0 mm",unverified,\newcommand{\NapwTOPbest}{0.9870}  % BLUE weight for TOP estimator
CL0110,presentations/napkin_first_principles/values/napkin_macros.tex:88,0.0130,\NapwENDbest,"/home/rrios/ej200/presentations/napkin_first_principles/values/napkin_values.csv; generator presentations/napkin_first_principles/napkin.py; historical hybrid values, current timing not resimulated; /home/rrios/ej200_deck_20260910/analysis/optim/root_best_est/verification.json","EJ-230, historical EndTop, N_TOP=20, x=0 mm",unverified,\newcommand{\NapwENDbest}{0.0130}  % BLUE weight for END estimator
CL0111,presentations/v6/talk_v6.tex:20,\includegraphics[width=\linewidth]{figs/#1},\anafig,No independently matching source located; deck declaration only: presentations/v6/talk_v6.tex:20,Configuration not established from an independent source,unverified,\newcommand{\anafig}[1]{\includegraphics[width=\linewidth]{figs/#1}}
